Gloss,Frequency
K-A-T-Y,1
HE-SHOW-YOU,1
PASTE,1
MOUTH,1
TIMELY,1
VERY-BORING,1
LOOK-AT-REPEATEDLY,1
STUDY-FOR-LONG-TIME,1
COMPLETED,1
POPSICLE,1
C-A-P-T-I-O-N,1
O-N,1
LOAF,1
SWING,1
COMPLIMENT,1
HERITAGE,1
STORIES,1
AWARD,1
F-R-E-L-I-C-H,1
P-H-Y-L-L-I-S,1
R-I-G-H-T,1
H-A-M,1
EIGHTY-FIVE,1
INVITE,1
NOW-SUMMER,1
TUNNEL,1
THUMB-UP,1
WEDDINGS,1
WIFI,1
STEADY-DATE,1
WALKED,1
READING,1
SITTING,1
M-O-N-T-A-N-A,1
SUNRISE,1
VARIETY,1
ONCE-MONTH,1
PRESENT-EACH,1
I-MAKE-PAYMENT,1
SHIP,1
COME-TO-HERE,1
SHOT,1
FLU,1
PATIENCE,1
ADD,1
SURF,1
IN-FIVE-WEEKS,1
STRIPES-VERTICAL,1
YOU-FORCE-I,1
P-I-R-A-T-E,1
TIP,1
DIDN'T-LIKE,1
BUY++,1
BEATING,1
MEMBER,1
ORGANIZATION,1
HALF-HOUR,1
"A-D-D-R-E-S-S""",1
"""G-E-T-T-Y-S-B-U-R-G",1
DONATE,1
MONTHS,1
C-E-R-E-A-L,1
HE-INFLUENCE-I,1
BELTS,1
SHE-PAY-I,1
CONNIE,1
B-R-A-D,1
I-HELP-YOU-REPEATEDLY,1
AT,1
JOIN-WE,1
L-E-A-G-U-E,1
CLOSE-CAPTIONED,1
SNOWY,1
NOW-READ,1
THERE-MOVE-THERE,1
ROCKET+AM,1
AIM,1
DISGUST,1
SHOE,1
F-E-V-E-R,1
CHALLENGING,1
PEASY,1
LEARNING,1
POINT,1
BUSH,1
S-P-I-D-E-R,1
SHE-GIVE-CI:C-SHE,1
I-LOAN-EACH-OF-YOU,1
M-A-R-C-O,1
"CREAM,",1
NATION,1
BASKET,1
in,1
BRUSH-HAIR,1
ONE-THIRTY,1
VIEW,1
FOCUS,1
I-GIVE-EACH-OF-THEY,1
S-E,1
SAY-OKAY,1
THEIRS,1
FOOD-STORE,1
ACCIDENTALLY,1
MILKS,1
Y-A-R-D,1
HE-ASK-YOU,1
TEND-HIS,1
FIX-CAR,1
BEFORE++,1
ETHUSIASTIC,1
IN-FOUR-MONTH,1
WHEELCHAIR,1
I-SEND-HE-REPEATEDLY,1
S-U-E,1
READ-REPEATEDLY,1
WALK-TO-HOME,1
WALK-TO-SCHOOL,1
FATHER'S,1
DECORATED,1
B-A-R,1
FIFTEEN-DOLLAR,1
VERY-NICE,1
TIME-TWO,1
M-A-T-L-I-N,1
M-A-R-L-E-E,1
I?,1
EVERDAY,1
I-SUMMON-SHE,1
GET-OUT-OF-BED,1
"W-A-R-S""",1
"""S-T-A-R",1
FILM,1
CART,1
PICKET,1
WRENCH+AM,1
M-A-R-C-I-E,1
D-A-L-E,1
FIREPLACE,1
LEAVE-THERE,1
M-O-H-A-M-M-A-D,1
O-T-I-S,1
PLAY-CONTINUALLY,1
WHISKEY,1
FRESH,1
SWEETHEART,1
DRIVE-AROUND,1
CLIPS,1
COLORFUL,1
SMOKE-CONTINUALLY,1
SHE-KNOW-I,1
IN-FOUR-WEEKS,1
DRIVER,1
PARTIES,1
J-U-N-E,1
AFRAID-CONTINUALLY,1
SEPTEMBER,1
I-MEET,1
G-L-O-R-I-A,1
ACTIVITY,1
PULL-OUT-BY-CHEEK,1
TWO-DOLLAR,1
EX-HUSBAND,1
FEAR,1
YOU-GIVE-CI:C-SHE,1
ALL-MORNING,1
I-SHOW-SHE,1
THINGS,1
PASSION,1
HAVING,1
TAKE-BLOOD-PRESSURE,1
SAFE,1
S-I-G-N-A-L-S,1
H-O-Y,1
"""D-U-M-M-Y""",1
W-I-L-L-I-A-M,1
M-Y-E-R-S,1
L-O-W-E-L-L,1
PERSONALITIES,1
RIGHT-TURN,1
HE-PICK-I,1
RIDE-IN,1
A-S-H-L-E-Y,1
F-R-A-N-C-I-S,1
PLEDGE,1
MEXICAN,1
C-I-N-C-O,1
MANY-LOOK-AT-I,1
GO-INTO,1
READ-LIPS,1
JOT,1
I-TAKE-ADVANTAGE,1
I-BORROW-TWO-THEY,1
DRINKING,1
GO-ACROSS,1
ICE-SKATE,1
NEPHEWS,1
NIECES,1
A-LOT,1
PARKING-LOT,1
L-E-F-T,1
BURN,1
DISK,1
C-D,1
IN-FOUR-WEEK,1
QUO,1
THAT-AREA,1
STATUS,1
YOU-GO-TO-THERE,1
TILL,1
H-A-L-E,1
M-S.,1
ELEMENTARY,1
F-I-O-L-E-K,1
K-E-I-T-H,1
HISPANIC,1
M-A-R-T-I-N,1
S-A-N-D-R-A,1
C-O-A-C-H,1
OLD-TWENTY-FIVE,1
YOU-TELL-TWO-THEY,1
I-T-T-Y-HER,1
ITCHY,1
J-E-N-N-I-F-E-R,1
THANKSGIVING++,1
CLOUDS,1
LATE-AFTERNOON,1
MONDAYS,1
SKATED,1
A-L-L,1
R-E,1
ROCKET,1
DEAF-BLIND,1
K-E-L-L-E-R,1
TTY-TO,1
VILLAGES,1
V-I-L-L-A-G-E-S,1
BOOKSTORE,1
STEAL;,1
EVERYONE,1
MUST;,1
OKLAHOMA,1
SLACKS,1
GRANDFATHER+GRANDMOTHER,1
DRAW-BLOOD,1
W-A-N-N,1
M-U-S-E-U-M-S,1
P-A-U-LY,1
T-R-O-Y,1
VEGETABLE,1
ARRIVE-AT,1
N-I-K-K-I,1
RUN-AWAY,1
T-A-X,1
GIVE-TO,1
GLENN,1
SEE-FINISH,1
V-E-T-E-R-A-N,1
L-O-R-I,1
PROFESSION,1
SHE-SCOLD-I,1
PHYSICS,1
RACCOON,1
PROFOUND,1
BRING-TO-SCHOOL,1
SUE,1
CLOSER,1
TELETYPEWRITER,1
TABLESPOON,1
D-A-V-E,1
GIFT-HE,1
I-CHOOSE-HE,1
P-A,1
K-O-R-E-A,1
NO-PROBLEM,1
WAKE!,1
SEEN,1
DOWNLOAD,1
I-GIVE-TWO-THEY,1
FOR++,1
S-H-E-L-T-E-R,1
TURN-LIGHTS-OFF,1
LIGHTS-ON,1
TENT,1
TRAINED,1
POTTY,1
TWELVE-THIRTY,1
FIX++,1
ROOF,1
HARD-RAIN,1
I-TELL-ALL-OF-THEY,1
SUBORDINATE++,1
S-U-V,1
M-I-N-I-V-A-N,1
HIGH-SCHOOL,1
IT-SEND-I,1
POLITICS,1
A-T,1
SWITCHED,1
B-E-R-D-Y,1
IN-TWO-YEARS,1
FREEZER,1
SHE-SEND-EACH-OF-THEY,1
ALL-OF-WE,1
BROKE-DOWN,1
KNOWLEDGEABLE,1
THUMBS,1
ONE-HUNDRED-AND-SEVEN,1
ONE-HUNDRED-AND-SIX,1
ONE-HUNDRED-AND-FIVE,1
N-U-S-H-I,1
SHE-LOOK-UP,1
METAL,1
ARTICHOKE,1
R-A-C-H-A-E-L,1
C-J,1
FRISBEE,1
BROTHER-SISTER,1
MEMORIAL-DAY,1
SAME-SAME,1
DUTIES,1
FORKLIFT,1
TOOTHPASTE,1
SYSTEM,1
QUESTIONS,1
MENTOR,1
SPOUSES,1
HONESTY,1
RELATIONSHIP,1
M-I-G-R-A-I-N-E,1
G-I-N-G-E-R-B-R-E-A-D,1
FANCY,1
CRUISE,1
M-I-C-H-E-L-L-E,1
K-A-T,1
FIRST-PLACE,1
PUT-ON-HEAR-AID,1
BUTTON++,1
MOTHER-IN-LAW,1
ALIVE,1
COURTEOUS,1
I-MEET-SHE,1
AWAYS,1
LESSONS,1
VERY-SELFISH,1
DEPOSIT,1
MONTHLY-RENT,1
ROLLER-BLADE,1
AWARDED,1
APPROVED,1
EIGHTEEN-SIXTY-FOUR,1
PHOTOGRAPHS,1
WANNA,1
BBQ,1
B-E-N-E-S,1
LOTTO,1
F-O-S-T-E-R,1
A-N-D-R-E-W,1
SCOTTISH,1
RIDE-BIKE,1
LOOK-FORWARD,1
YOU-T-T-Y-I,1
THREAD,1
VERY-WORSE,1
INCH,1
NINETY-SIX,1
CHEERLEADER,1
PHARMACIST,1
CLOSE++,1
MERRY,1
ISRAEL,1
JEW,1
PENGUIN,1
FS-ZOO,1
LOAN,1
BROTHER-IN-LAW,1
G-O-L-D-E-N,1
A-W-A-R-D,1
A-C-A-D-E-M-Y,1
FEDERAL,1
PRODUCTIVE,1
VERY-STRANGE,1
DADDY,1
OPEN-EYES,1
DIG,1
I-GIFT-HE,1
I-GIFT-SHE,1
COCKTAIL,1
EIGHTEEN-SEVENTY-ONE,1
CHINESE,1
FORK,1
STOP!,1
SANDWHICH,1
SHE-SEND-HE,1
ATTEND-TO,1
EACH-WORK+AM,1
V-L-A-D-I-M-I-R,1
SPECIALIZED,1
NINETEEN-SEVENTY-FIVE,1
PLUMBER,1
TOILETS,1
DISHWASHER,1
INSTALL,1
RENOVATE,1
STUDIES,1
NUMB,1
KNOCK,1
UNITED-STATES,1
H-A-R-V-E-Y,1
M-A-N-D-Y,1
CAKES,1
B-B-Q,1
NOW-MORNING,1
GROW-UP-TOGETHER,1
A-M-B-E-R,1
SHE-BRING-HERE,1
ONE-AND-HALF,1
WAIT-LONG,1
THINK-CONTINUALLLY,1
SKIRT-SHORT,1
OPEN-DRAWER,1
YOU-CHOOSE-I,1
CRASH,1
STRAW,1
C-O-G-S-W-E-L-L,1
I-COPY-SHE,1
CAME-UP-TO-I,1
4TH,1
TEACHERS,1
STARVING,1
STOMACH-ACHE,1
GOALS,1
CLARIFY,1
ELEVEN-FIFTEEN,1
BECOME-FAT,1
M-I-N-G,1
SENT,1
SHEEP,1
TECH,1
SALMON,1
VERY-SLOW,1
I-SAME,1
"T-A-L-E-N-T""",1
G-O-T,1
"""AMERICA'S",1
SINGER,1
SERVE,1
JUMP-INTO,1
RUN-TO,1
C-A-R-M-E-N,1
SHUTDOWN,1
M-R-S.,1
J-A-K-E,1
BAGS,1
FORBID,1
SIMULTANEOUSLY,1
TRUE-BIZ,1
WALK-THERE,1
RESPONSIBILITY,1
DO-WOODWORK,1
GOOD-AT,1
TROPHIES,1
SORRY-I,1
TURN-KEY,1
W-A-S-H,1
SOPHOMORE,1
FRESHMAN,1
PAJAMAS,1
ANALYZE-CONTINUALLY,1
OVER-THERE,1
I-N-C-R-E-D-I-B-L-E,1
PROGRAMS,1
ORAL-THERMOMETER,1
PULL,1
GORILLA,1
BRIGHT-BLUE,1
AFRAID-REPEATEDLY,1
C-U-P-C-A-K-E-S,1
DECREASE,1
MARRIAGE,1
E-R-I-C,1
SKIRTS,1
SHOOT-AT,1
UNEXPECTEDLY,1
G-U-N,1
EAT++,1
TWENTY-FOURTEEN,1
K-E-T-T-L-E,1
HORIZONTAL,1
LIGHT-BLUE,1
OCTOBER,1
RECOGNIZED,1
IMPROVE++,1
YOU-GIVE-HE,1
FOUR-CENT,1
SPIDER,1
TWO-MONTHS,1
DIPPED,1
DOORS,1
PURSE,1
I-READ,1
H-U-L-K,1
M-A-R-S-H-A-L-L,1
SUNRAY,1
THREE-FIFTEEN,1
NAP,1
TRUTH,1
VAGUE,1
JOIN-YOU,1
I-LOOK-AT-HIM,1
MUST-NEED,1
X-R-A-Y,1
AGE-THREE,1
BARK+++,1
I-SHOW-ALL-OF,1
SUPER,1
C-O-L-E-M-A-N,1
D-E-R-R-I-C-K,1
FORTY-FIVE,1
DIDN'T-KNOW,1
GRANDMOTHER'S,1
COMMUTE,1
MADE,1
NO-WAY,1
LOCALE,1
P-E-T-E,1
CALL-OUT,1
WATERFALL,1
FROM-NEW-YORK-TO-CHICAGO,1
I-HELP-SHE,1
LAID-OFF,1
HURT-REPEATEDLY,1
M-A-L-L,1
YOU-TAKE-ADVANTAGE-SHE,1
CAUGHT,1
DIAPER,1
S-A-C-R-A-M-E-N-T-O,1
PICKLES,1
MAYO,1
ONIONS,1
MUD,1
S-N-A-C-K,1
NOISE,1
HE-HELP-SHE,1
C-I-N-N,1
T-R-E-A-T,1
BEDTIME,1
DAMAGE,1
TALK-CONTINUALLY,1
THROW-FRISBEE,1
VERY-AFRAID,1
G-A-B-E,1
S-E-U-S-S,1
DR,1
NEXT-CLASS,1
CL-5:HORDE,1
HAPPEN?,1
WATCH-CONTINUALLY,1
FALSE,1
LIE-REPEATEDLY,1
SHE-HELP-HE,1
FORMAL-ROOM,1
TEN-DOLLAR,1
TWO-YEARS-FROM-NOW,1
DEAFLYMPICS,1
HIDING,1
SNOWBOARDING,1
BILLIARD,1
RIDING,1
HORSEBACK,1
SHE-REMIND-HIM-REPEATEDLY,1
HAM,1
MALE,1
"""COST-O-F-LIVE""",1
EVERY-THREE-MONTH,1
WATERS,1
TALK-TO,1
I-WARN-HE,1
DULL,1
N-C-A-A,1
ACCOMPLISHMENTS,1
WASH-HANDS,1
COUNTRIES,1
BLEW,1
I-LOAN-SHE,1
EAT-FINISH,1
WANT-CONTINUALLY,1
US-THREE,1
SERVER,1
MINE?,1
ORANGE?,1
HOT-DOG,1
YARD,1
INVITE-I,1
H-E-A-R-I-N-G,1
BOTH++,1
R-O-S-A,1
SEVENTY-TWO,1
M-E-T-H-O-D,1
R-O-C-H-E-S-T-E-R,1
REDSKINS,1
WORM,1
I-COPY-HE,1
AC,1
HEAT,1
GIVE-SHE,1
TAKE-IT,1
WIND-BLOW,1
ONE-DAY-PAST-NIGHT,1
ATTACH,1
SEND-I,1
TAKE-OVER,1
S-E-R-I-E-S,1
SHE-GIVE-YOU,1
HELICOPTER,1
EIGHTY-TWO,1
COTINUALLY,1
GO-TO++,1
EVERY-THREE-MONTHS,1
SUPPRESS,1
B-R-E-N-D-A,1
SKYROCKET,1
SUCCESSFUL,1
COMPANY,1
STEPFATHER,1
BOX++,1
RAINING,1
PRESERVE,1
MRS,1
SIGN-LANGUAGE,1
DRINK-REPEATEDLY,1
PLANNER,1
D-S,1
STOMACH,1
WOLF,1
TOOTHACHE,1
P-O-S-T,1
AUSTIN,1
THREE-MINUTE,1
ASK-REPEATEDLY,1
CANNOT,1
CURTAINS-FOR-YOU,1
BUSY-BUSY,1
TO-TELEPHONE-I,1
J-A-V-I,1
RUGE,1
WRIST,1
SKATEBOARD,1
STEADY,1
WRITING,1
NINETEEN-SEVENTY-FOUR,1
FOUR-DAY,1
DOTS,1
EVERY-THREE-YEAR,1
H-A-S-S-A-N,1
C-U-B-S,1
HE-BLAME-I,1
ALONG,1
WALKING,1
CONNECTICUT,1
HOW-TO,1
CUT-CLASS,1
SIX-THREE,1
M-O-S-E-S,1
CRY-CONTINUALLY,1
R-O-C-K-E-T,1
TIE-KNOT,1
BOW-TIE,1
BET,1
FORTY-SIX,1
PUT-ON,1
EMBARRASSED-REPEATEDLY,1
STORIES++,1
INFORMATION,1
SHORT-HAIR,1
LONG-HAIR,1
CYCLING,1
THERE-FLY-THERE,1
M-A-R-I-O,1
N-A-T-A-L-Y-A,1
I-FORCE-TWO-THEY,1
PATRONIZE,1
THEY-PITY-EACH-OTHER,1
S-A-V-A-N-N-A-H,1
HUNT,1
SHE-SHOW-I,1
BACKUP,1
FILES,1
EIGHT-TO-TEN,1
PAT,1
B-C,1
TRAINING,1
SKATING-ROLLER,1
I-SHOW-HER,1
FRECKLES,1
WEIRD,1
TABLE!,1
D-E-V-O-N,1
I-CONTACT-YOU,1
WIN-REPEATEDLY,1
EXPLAIN?,1
TEMPLE,1
COUNSEL+AM,1
SPRINKLE,1
REMOTE-CONTORL,1
I-GOT-NONE,1
NOT-POSSIBLE,1
FIFTY-EIGHT,1
A-V-A,1
T-SHIRTS,1
WHIZZ-BY,1
CHANCE,1
YOU-LOOK-AT-IT,1
WOW.,1
what-DO,1
BARELY,1
STRIPE,1
GREY,1
HE-COPY-I,1
LECTURE+AM,1
THEY-PICK-I,1
TRAVEL-FROM-PLACE-TO-PLACE,1
WRESTLER,1
H-A-M-I-L-L,1
PROGRAM+AM,1
INDIA,1
ENCOURAGE,1
BLOWDRY,1
THREE-WE,1
L-O-I-S,1
MUSEUMS,1
W-H-I-T-N-E-Y,1
G-U-G-G-E-N-H-E-I-M,1
PLACES,1
DISPLAYED,1
GET-DRESSED,1
NOW?,1
PILGRIM,1
NATIVE-AMERICAN,1
DRY,1
MANY-YEAR,1
WE-CORRESPOND-WITH,1
FOX,1
ACTIVIST,1
LECTURER,1
SKILLED,1
I-SHOW-ALL-OF-YOU,1
ENGAGEMENT,1
TEASPOON,1
I-PITY-SHE,1
CELEBRATION,1
PHD,1
M-I-L-L-E-R,1
HE-LOOK-AWAY,1
LOOK-AT-YOU,1
RUNNY-NOSE,1
GOWN,1
PEPPER,1
ARCHERY,1
MOSQUITOS,1
WILDERNESS,1
OLD-TWENTY-EIGHT,1
J-E-S-S-I-C-A,1
TWENTY-FIVE-THOUSAND-DOLLAR,1
SIXTY-FIVE,1
VERY-CLEAR,1
SEPARATED,1
J-E-L-L-Y,1
NOT-KNOW,1
MAILMAN,1
PANT,1
YOU-GIVE-HER,1
PEACE,1
NEEDS,1
F-A-X,1
HE-TEASE-I,1
BAKES,1
CHERRY,1
SCOTLAND++,1
GRAMMAR,1
FLIP-FLOP,1
VERY-IMPORTANT,1
FLOWER++,1
ANYWAY,1
DISCOURAGED,1
L-Y-N-N,1
FOUND,1
WALK-TO,1
CLASH-WITH,1
TRAIN-GONE,1
D-O-Z,1
W-A-I-T,1
REFRESHMENT,1
WE-ARRIVE,1
C-Y-B-E-R,1
D-E-E-N-A,1
ONCE,1
WEIGHTLIFTER,1
P-R-O,1
B-E-A-T-T-I-E,1
S-H-E-L-L-E-Y,1
I-JOIN-YOU,1
B-L-O-G,1
BATHROOM?,1
I-LOOK-AT-CONTINUALLY,1
YOU-COPY-SHE,1
INVESTIGATE,1
DETECTIVES,1
VOICE,1
SIX-ONE,1
T-U-N-A,1
HOW-TALL,1
PETITION,1
ANNOY,1
GROWL,1
head-PAIN,1
A-N-G-E-L-A,1
HAMMER-CONTINUALLY,1
CHORES,1
EVERY-AFTERNOON,1
INSURANCE,1
HE-PICK-ON-I,1
B-A-C-K,1
YOU-KNOW-I,1
FIVE-THOUSAND,1
M-E-G-A-N,1
TWO-YEAR-AGO,1
PUNCTURE,1
OOPS,1
EXTRACT,1
WENT-IN-THE-EAR,1
R-I-C-E,1
CRIME,1
Every-SATURDAY,1
WORK+++,1
FATHER-IN-LAW,1
IN-JAIL,1
TTY-TO-I,1
PLAID,1
SHE-FORCE-I,1
THINK-SAME,1
SIGNAL,1
W-I-F-I,1
HERS,1
DID,1
T-O-O-L,1
SEAT,1
SIXTY,1
BAPTIZE,1
TWENTY-THOUSAND-DOLLAR,1
FINISH?,1
WATER-WAVE+++,1
GLASS++,1
OUTLINE-RECTANGLE,1
E-L-L-A,1
PATRIOT,1
TRUST,1
VERY-HUNGRY,1
J-U-I-C-E,1
SATELLITE-DISH,1
BOMB,1
I-GIFT-THEY,1
PREDICTION,1
C-C,1
MOUNTAINS,1
CHEW-GUM,1
IRISH,1
YOU-TAKE-ADVANTAGE-I,1
RUDE,1
THIRTEENTH,1
GOES-TO,1
CHEMIST,1
C-O-R-N-F-O-R-T-H,1
NINE-ELEVEN,1
P-R-I-D-E,1
C-U-R-T-I-S,1
CENT,1
PEACHES,1
Y-A-R-M-U-L-K-E,1
WORE,1
M-O-R-T-Y,1
TELL-SHE,1
ADVOCATE,1
POET,1
L-E-N-T-Z,1
M-A-E,1
D-I-A-B-E-T-E-S,1
DIVORICE,1
ARREST,1
I-GIVE-ALL-OF-YOU,1
NINETEEN-FIFTY-NINE,1
O-C-T,1
YOU-ASK-TWO-THEY,1
CONTAINER,1
I-DROP-IN,1
VARIOUS-THINGS,1
HE-PRESENT-SHE,1
MOIST,1
MIX,1
OLD-THREE,1
OLD-SEVEN,1
LICENSE,1
HOSE-DOWN,1
COOK+AM,1
DAMP,1
CALL-TO-MY,1
YOU-SEND-HE,1
HOMEMADE,1
TIME++,1
ERRAND,1
I-GIVE-CI:C-YOU,1
EQUALITY,1
WORKPLACE,1
J-E-S-S,1
BOB,1
LIST-2,1
MARY,1
LIST-1,1
PUMPKINS,1
FOR-YOU,1
LOOKING-AROUND,1
SKINNY,1
YOURSELVES,1
PAY?,1
TEETH,1
BRUSH,1
WATCH-GO-PAST,1
DOLFIN,1
LEAST,1
L-E-A-P,1
B-E-Y-O-N-D,1
B-A-T-H,1
B-E-D,1
FAMILY-ROOM,1
WORKING,1
LOOKING-AT,1
ROSE,1
CHRIST+AM,1
M-A-C-K-I-N-A-C,1
M-S-U,1
W-E-N-D-Y'S,1
A-R-B-Y'S,1
O-N-E-I-L,1
K-I-T-T-Y,1
S-T-U-N-T,1
BOIL,1
BORE,1
T-O-D-D,1
IN-TWO,1
CARVE,1
RULE++,1
PEA-BRAIN,1
TORNADOS,1
DOROTHY,1
S-T-E-P,1
GEOMETRY,1
A-N-D-Y,1
FIVE-DAY,1
FIVE-WE,1
TRUE-BIZ?,1
HE-VISIT-I,1
BROTHTER,1
SHOULDER,1
NINETEEN-EIGHTY-FOUR,1
F-L-O-A-T,1
SCREEN,1
OPEN-WINDOW,1
D-O-N-N-A,1
VERY-BEER,1
SHOW-ME,1
FEMALE,1
POSITIVE,1
FOUNDER,1
LAURENT,1
WILDFIRE,1
EIGHT-TWO,1
YOU-LOAN-ME,1
BETER,1
D-A-N-I-E-L-L-E,1
THROW-AT,1
SETTLE,1
J-E-A-N,1
RECORDS,1
EXAM,1
OLD-FOUR,1
BAR,1
YOU-ASK-HE,1
STATUE,1
LOTION,1
HUDDLE,1
P-L-A-Y,1
EYELIDS-DROOPING,1
ASSEMBLE-TO,1
FART,1
CAUSE,1
SWAP,1
SOFT-DRINK++,1
DRAW-OUT,1
A-P-P-A-L-A-C-H-I-A,1
DONT,1
C-A-L-O-R-I-E-S,1
ONE-THOUSAND-AND-TWO-HUNDRED,1
D-I-E-T-EAT,1
R-O-Y-A-L,1
SALLY,1
JOIN-TO,1
STUCK-UP,1
I-JOIN,1
PHOTOGRAPH+AM,1
EITHER,1
FIFTY-TWO,1
CRAZY-FOR,1
LEAF,1
W-E-I-T-B-R-E-C-H-T,1
LEND-I,1
G-R-O-U-N-D-H-O-G,1
HANDSOME,1
PROBLEMS,1
DINING,1
SHE-INFORM-I,1
WET-WIPES,1
COME-UP,1
TRICK,1
FLASH-LIGHTS,1
KAREN,1
APPLAUD-REPEATEDLY,1
REQUIRES,1
TEACH+AA,1
THIRTY-NINE,1
VERY-POOR,1
QUARREL,1
SITE,1
HANG,1
FATHERS,1
WHAT'S-WRONG,1
SPEND,1
CHOL,1
BORN-WILL,1
VAN,1
WASH-FACE,1
INTERVIEW,1
CONTRACT,1
SHOPPER,1
ONE-MILLION,1
TRAFFIC-BAD,1
RIDE-A-WHILE,1
SATISFY,1
NOSE,1
SILENCE,1
HOT!,1
R-E-M-Y,1
GO-ON,1
PHEW,1
NOW!,1
WOLF-DOWN,1
HUNGRY!,1
QUERY-I++,1
EVE,1
STROKE,1
MILITARY,1
W-E-L-L,1
O-H,1
SIX-WEEK-AGO,1
LIGHTHOUSE,1
LAMB,1
O-I-L,1
M-A-R-T-Y,1
SEND-YOU,1
IRONICALLY,1
INVENTOR,1
F-O-G,1
FAINT,1
PHONE-TO,1
NINETEEN-EIGHTY,1
BRING-TO-HERE,1
I-FLY-TO-THERE,1
GAIN-WEIGHT,1
GALOSHES,1
I-CHOOSE-SHE,1
THIRTY-SEVEN,1
B-A-K-E-D,1
K-A-Y,1
YOU-OWE-I,1
ECONOMICS,1
Y-O-G-A,1
DRESSER,1
S-P-I-L-L,1
X-RAY,1
N-O-R-W-O-O-D,1
M-A-L-C-O-L-M,1
INTERSECTION++,1
STOLE,1
HE-INFORM-I,1
K-I-T,1
ANNOYED,1
HURT-HEAD,1
HURT-THROAT,1
THROAT,1
SHOULDERS,1
SHRUG,1
SEVEN-THREE-SEVEN,1
SHOT-UP,1
BIKINI,1
DIME,1
BREATH,1
NINETEEN-FORTY-SEVEN,1
LOOK-AROUND,1
MINNEAPOLIS,1
SPEAKING,1
RAISE,1
SHOCK,1
TO-BICYCLE-TO-N-Y,1
DICE,1
VEGAS,1
LAS,1
FREEZE,1
TECHNICAL,1
SIX-THIRTY,1
STAND-CONTINUALLY,1
HE-PRESENT-EACH-OF-THEY,1
INFORM-HE-REPEATEDLY,1
REPEAT,1
MEDALS,1
HONORED,1
CAPTAIN,1
LESS-THAN,1
O-A-T-M-E-A-L,1
A-N-N-A,1
P-I-N-E,1
JUDGEMENT,1
SUPPOSED-TO,1
NINETEEN-FIFTY-SIX,1
LAY-OFF,1
JAN,1
K-A-S-H-A,1
DRAWER,1
ONE-THOUSAND-DOLLAR,1
OLD-FOURTEEN,1
COSTUME,1
PUT-GAS-IN,1
ABSURD,1
S-U-N,1
"MAN""",1
"""SIX",1
Z-A-C-K,1
SMITHSONIAN,1
SOLO,1
HUGHES,1
REGINA,1
KICK-BACK,1
ANY-THING,1
GOAT,1
THEY-ALL,1
HE-LOOK-AT-YOU-CONTINUALLY,1
I-ACCOMPANY-YOU,1
TURN-UP,1
EIGHTY-FOUR,1
G-P-S,1
SIXTY-THREE-DOLLAR,1
NAB,1
MIRROR,1
CHOSEN,1
JUDGE+AM,1
C-Y-N-D-I,1
M-A-G-G-I-E,1
PLAYED,1
G-R-E-E-N-E,1
NHL,1
YOU-STAND-CONTINUALLY,1
BABY-SIT,1
A-B-E,1
DYE,1
EVERY-TWO-YEAR,1
STAMPS,1
C-H-A-R,1
SHE-BAWL-OUT-HE,1
YOU-NAG-I,1
ALL-MONTH,1
C-I-T-Y,1
ASIAN,1
O-K-A,1
REQUIRED,1
BLIND,1
NO!,1
J-O-R-D-A-N,1
K-I-N-G,1
KNIFE,1
ANTHEM,1
SLICK-ROAD,1
SENATOR,1
LIST++,1
YOU-SUMMON-HE,1
I-FORCE-YOU,1
BUMPED,1
CAME,1
PARKED,1
S-T-O-V-E,1
GUARD,1
BEEN,1
SHOW-TO,1
MLK,1
UNIVERSAL,1
SEE-LATER,1
CHOKE,1
HAIRBALL,1
HAIRSTYLING,1
DISH,1
THRIFTY,1
D-E-A-L-S,1
H-U-S-K-Y,1
S-I-B-E-R-I-A-N,1
I-TAKE,1
I-PAGE-SHE,1
NINE-THIRTY,1
E-M-I-L-Y,1
YEARBOOK,1
COUNCIL,1
DEMOCRAT,1
SHE-SEND-IT,1
YOU-BOTHER-I-REPEATEDLY,1
ADMINISTRATOR,1
CEO,1
DIFFERENT+++,1
TWO-THOUSAND-TWO,1
FEB,1
ASSEMBLE-AT,1
MIND-WARPED,1
FRENCH-TOAST,1
I-ASK-YOU,1
WALK-TO-HERE,1
WALK-TO-STORE,1
TRAVEL-AROUND-CONTINUALY,1
DANNY,1
DEAF.,1
M-A-R-C,1
DAIRY,1
HEART-LURCHES,1
CHAD,1
STOP-LIGHT,1
I-T-T-Y-HE,1
HOBBY,1
FINISH++,1
HAPPENED,1
P-T-A,1
SWALLOW,1
LIGHT-ON,1
OCCASIONALLY,1
Wow,1
STARTS,1
DELIVER,1
Y-A-N-K-E-E-S,1
B-R-A-V-E-S,1
T-I-G-E-R-S,1
TEAMS,1
YOU-FORCE-SHE,1
SLIPPED-MIND,1
RANGE,1
TWENTY-ZERO-SEVEN,1
D-A-V-I-L-A,1
IN-FIVE-MINUTE,1
NOT-GOOD-AT,1
W-E,1
"CAR""",1
"""TOMORROW",1
J-A-M-I-E,1
S-O,1
D-O,1
MOON-STAR,1
WORTH,1
LASAGNA,1
WATERMELON,1
G-A-R-D-E-N,1
SLEEP-IN,1
OPEN-BOX,1
DRIVE+AM,1
KOREA,1
TO-BICYCLE,1
V-I-C,1
D-E-B-O-R-A-H,1
"""C-O-M-A""",1
GIVE-TO-I,1
VIEWPOINT,1
SHOW-ALL,1
